x,y,z,time
-1,13,112,1422938432
-1,13,111,1422938432
-1,12,112,1422938432
-1,13,112,1422938432
-1,13,111,1422938432
0,12,112,1422938432
-1,13,112,1422938432
-1,13,111,1422938432
-1,13,112,1422938432
0,13,111,1422938432
0,12,112,1422938432
-1,12,113,1422938432
-1,13,112,1422938432
-1,13,112,1422938432
-1,13,111,1422938432
-1,13,111,1422938432
-1,12,112,1422938432
0,13,112,1422938432
0,12,112,1422938432
-1,13,111,1422938432
0,13,111,1422938432
-1,12,112,1422938432
-1,13,111,1422938432
0,13,111,1422938432
0,12,111,1422938432
-1,13,112,1422938432
-1,12,111,1422938432
0,13,112,1422938432
-1,13,111,1422938432
-1,13,112,1422938432
-1,13,113,1422938432
-1,12,112,1422938432
0,13,112,1422938433
0,13,111,1422938433
0,13,111,1422938433
0,12,112,1422938433
-1,13,112,1422938433
0,12,112,1422938433
-1,13,112,1422938433
-1,13,112,1422938433
-1,13,111,1422938433
-1,12,112,1422938433
-1,12,112,1422938433
-1,13,111,1422938433
-1,12,112,1422938433
0,13,112,1422938433
-1,13,112,1422938433
-1,13,112,1422938433
-1,13,112,1422938433
-1,13,112,1422938433
-1,12,111,1422938433
-1,13,112,1422938433
-1,13,112,1422938433
-1,13,112,1422938433
-1,13,112,1422938433
-1,12,111,1422938433
0,12,112,1422938433
-1,13,112,1422938433
-1,13,111,1422938433
-1,13,112,1422938433
0,12,111,1422938433
-1,13,112,1422938433
0,13,111,1422938433
-1,13,112,1422938433
-1,12,111,1422938433
-1,13,110,1422938433
-1,13,112,1422938433
-1,12,112,1422938433
-1,13,112,1422938433
0,12,111,1422938433
-1,13,111,1422938433
-1,13,111,1422938433
0,13,111,1422938433
-1,13,112,1422938433
-1,13,112,1422938433
-1,12,112,1422938433
-1,13,113,1422938433
-1,13,111,1422938433
-1,13,111,1422938433
-1,13,111,1422938433
0,13,111,1422938433
0,13,112,1422938433
-1,13,112,1422938433
-1,13,112,1422938433
0,12,111,1422938433
0,13,111,1422938433
0,13,112,1422938433
-1,13,112,1422938433
0,13,112,1422938433
0,12,112,1422938433
-1,13,112,1422938433
-1,13,111,1422938433
-1,13,111,1422938433
-1,13,112,1422938433
-1,12,112,1422938433
0,12,111,1422938433
-1,13,111,1422938433
-1,13,111,1422938433
0,13,112,1422938433
-1,13,112,1422938433
-1,12,112,1422938433
-1,13,111,1422938433
0,13,111,1422938433
0,13,111,1422938433
0,13,111,1422938433
0,12,111,1422938433
0,12,111,1422938433
0,13,112,1422938433
0,13,112,1422938433
0,13,112,1422938433
-1,12,112,1422938433
-1,13,112,1422938433
-1,13,111,1422938433
0,13,112,1422938433
0,13,112,1422938433
0,12,111,1422938433
-1,12,111,1422938433
0,13,111,1422938433
0,13,112,1422938433
-1,13,112,1422938433
0,13,112,1422938433
-1,12,111,1422938433
-1,13,111,1422938433
0,12,112,1422938434
-1,13,111,1422938434
0,13,111,1422938434
-1,13,112,1422938434
0,13,111,1422938434
0,13,112,1422938434
-1,13,112,1422938434
-1,13,112,1422938434
-1,13,112,1422938434
0,13,112,1422938434
0,12,112,1422938434
-1,13,112,1422938434
-1,12,111,1422938434
-1,12,112,1422938434
-1,14,111,1422938434
0,13,112,1422938434
-1,13,111,1422938434
0,12,112,1422938434
0,13,111,1422938434
-1,13,112,1422938434
-1,13,112,1422938434
-1,13,112,1422938434
-1,12,111,1422938434
-1,13,111,1422938434
-1,13,111,1422938434
-1,13,112,1422938434
-1,13,112,1422938434
0,12,112,1422938434
0,12,111,1422938434
-1,13,111,1422938434
-1,13,112,1422938434
-1,12,112,1422938434
-1,12,112,1422938434
0,12,112,1422938434
-1,13,111,1422938434
-1,13,112,1422938434
0,13,112,1422938434
-1,13,112,1422938434
-1,13,112,1422938434
-1,13,111,1422938434
-1,13,112,1422938434
-1,13,112,1422938434
-1,13,111,1422938434
-1,13,111,1422938434
0,13,112,1422938434
0,13,112,1422938434
-1,13,112,1422938434
-1,13,112,1422938434
-1,12,112,1422938434
-1,13,111,1422938434
0,13,111,1422938434
-1,13,111,1422938434
-1,13,112,1422938434
0,12,111,1422938434
-1,13,111,1422938434
-1,13,112,1422938434
-1,13,111,1422938434
-1,13,112,1422938434
-1,13,111,1422938434
-1,12,111,1422938434
0,13,112,1422938434
0,13,111,1422938434
-1,12,111,1422938434
-1,12,112,1422938434
-1,13,110,1422938434
-1,13,112,1422938434
-1,13,112,1422938434
0,13,112,1422938434
-1,13,111,1422938434
-1,13,112,1422938434
-1,13,112,1422938434
-1,13,111,1422938434
-1,13,112,1422938434
0,12,111,1422938434
-1,13,112,1422938434
-1,12,111,1422938434
-1,13,112,1422938434
0,12,111,1422938434
-1,13,111,1422938434
-1,13,111,1422938434
0,13,111,1422938434
0,13,111,1422938434
-1,13,112,1422938434
-1,13,112,1422938434
-1,13,112,1422938434
-1,13,112,1422938434
-1,12,112,1422938434
-1,13,111,1422938434
-1,12,111,1422938434
0,13,111,1422938435
0,13,111,1422938435
-1,13,111,1422938435
-1,12,112,1422938435
-1,13,111,1422938435
-1,13,112,1422938435
-1,12,112,1422938435
-1,13,112,1422938435
0,13,112,1422938435
-1,13,112,1422938435
-1,13,112,1422938435
0,13,112,1422938435
-1,13,112,1422938435
-1,13,113,1422938435
-1,13,112,1422938435
-1,12,112,1422938435
0,13,112,1422938435
-1,13,111,1422938435
-1,13,112,1422938435
-1,13,112,1422938435
-1,13,112,1422938435
-1,12,111,1422938435
-1,13,112,1422938435
-1,13,112,1422938435
-1,13,111,1422938435
-1,13,112,1422938435
-1,13,112,1422938435
-1,13,112,1422938435
-1,13,110,1422938435
-1,13,111,1422938435
0,13,112,1422938435
-1,13,112,1422938435
0,12,112,1422938435
-1,13,112,1422938435
-1,13,112,1422938435
-1,13,111,1422938435
-1,13,111,1422938435
-1,13,112,1422938435
0,13,111,1422938435
-1,12,111,1422938435
0,13,112,1422938435
0,13,112,1422938435
-1,13,111,1422938435
-1,13,111,1422938435
0,13,112,1422938435
-1,13,112,1422938435
-1,12,111,1422938435
0,13,113,1422938435
-1,13,111,1422938435
-1,12,112,1422938435
0,13,112,1422938435
0,13,112,1422938435
0,13,112,1422938435
0,13,110,1422938435
0,13,112,1422938435
0,13,113,1422938435
0,13,112,1422938435
0,12,113,1422938435
-1,13,112,1422938435
-1,13,111,1422938435
-1,13,111,1422938435
-1,13,111,1422938435
-1,13,112,1422938435
-1,13,111,1422938435
-1,14,111,1422938435
-1,12,112,1422938435
-1,13,111,1422938435
0,12,112,1422938435
0,13,111,1422938435
-1,12,111,1422938435
0,13,111,1422938435
0,13,112,1422938435
-1,13,112,1422938435
-1,13,110,1422938435
-1,13,111,1422938435
-1,13,112,1422938435
-1,13,111,1422938435
0,12,111,1422938435
-1,12,112,1422938435
0,13,112,1422938435
-1,13,111,1422938435
-1,13,112,1422938435
-1,13,111,1422938435
-1,13,111,1422938435
-1,13,112,1422938435
-1,13,112,1422938435
-1,13,111,1422938435
-1,12,112,1422938435
-1,13,111,1422938435
0,13,111,1422938435
-1,13,111,1422938436
-1,13,112,1422938436
-1,12,112,1422938436
-1,12,111,1422938436
0,13,111,1422938436
0,12,112,1422938436
0,12,111,1422938436
-1,13,111,1422938436
-1,13,111,1422938436
0,13,112,1422938436
-1,13,112,1422938436
0,12,111,1422938436
-1,12,112,1422938436
-1,13,112,1422938436
0,13,111,1422938436
-1,13,112,1422938436
-1,12,111,1422938436
-1,13,111,1422938436
-1,13,112,1422938436
-1,13,111,1422938436
0,12,112,1422938436
0,12,112,1422938436
-1,12,111,1422938436
-1,13,112,1422938436
-1,13,111,1422938436
-1,13,111,1422938436
-1,13,112,1422938436
-1,13,111,1422938436
0,13,112,1422938436
-1,13,111,1422938436
-1,14,111,1422938436
0,12,111,1422938436
0,13,111,1422938436
0,13,113,1422938436
0,12,111,1422938436
-1,13,111,1422938436
-1,13,112,1422938436
-1,13,111,1422938436
-1,13,111,1422938436
-1,12,112,1422938436
-1,13,112,1422938436
-1,12,112,1422938436
0,13,111,1422938436
-1,13,111,1422938436
-1,13,112,1422938436
-1,14,110,1422938436
0,12,111,1422938436
0,13,112,1422938436
-1,14,111,1422938436
-1,14,112,1422938436
0,12,112,1422938436
-1,12,112,1422938436
-1,13,112,1422938436
-1,14,111,1422938436
0,13,111,1422938436
-1,12,112,1422938436
-1,11,111,1422938436
-1,14,112,1422938436
-1,14,111,1422938436
-1,13,112,1422938436
-1,13,111,1422938436
-1,12,112,1422938436
-1,13,112,1422938436
-1,13,111,1422938436
0,13,112,1422938436
0,13,111,1422938436
0,12,112,1422938436
0,12,112,1422938436
-1,13,112,1422938436
-1,13,112,1422938436
-1,13,111,1422938436
-1,13,112,1422938436
-1,12,111,1422938436
-1,12,112,1422938436
0,12,112,1422938436
-1,13,111,1422938436
0,13,112,1422938436
0,12,111,1422938436
0,12,112,1422938436
0,13,111,1422938436
-1,14,112,1422938436
-1,14,112,1422938436
0,13,112,1422938436
-1,12,112,1422938436
-1,12,112,1422938436
-1,13,111,1422938436
-1,13,111,1422938436
-1,13,111,1422938436
0,12,112,1422938436
-1,13,111,1422938437
0,13,111,1422938437
0,13,112,1422938437
0,13,111,1422938437
-1,13,112,1422938437
0,13,112,1422938437
-1,13,112,1422938437
0,13,111,1422938437
-1,13,110,1422938437
-1,12,112,1422938437
-1,12,112,1422938437
-1,13,112,1422938437
0,13,112,1422938437
-1,12,112,1422938437
-1,13,112,1422938437
0,13,111,1422938437
0,13,112,1422938437
0,12,112,1422938437
0,12,111,1422938437
-1,13,112,1422938437
-1,13,112,1422938437
-1,13,111,1422938437
-1,11,112,1422938437
-1,12,111,1422938437
-1,13,112,1422938437
0,13,112,1422938437
-1,14,111,1422938437
-1,12,112,1422938437
-1,12,111,1422938437
-1,13,112,1422938437
-1,13,112,1422938437
0,13,111,1422938437
-1,13,112,1422938437
-1,13,112,1422938437
-1,12,112,1422938437
-1,13,112,1422938437
-2,13,111,1422938437
-1,13,112,1422938437
-1,13,111,1422938437
-1,13,112,1422938437
0,13,112,1422938437
0,13,111,1422938437
0,12,111,1422938437
0,13,111,1422938437
0,13,111,1422938437
0,13,113,1422938437
0,13,113,1422938437
-1,12,111,1422938437
0,13,112,1422938437
0,14,112,1422938437
0,12,112,1422938437
-1,12,111,1422938437
-1,13,111,1422938437
0,12,112,1422938437
-1,13,112,1422938437
0,13,112,1422938437
-1,12,111,1422938437
-1,12,111,1422938437
-1,13,111,1422938437
-1,13,111,1422938437
-1,13,112,1422938437
0,12,113,1422938437
-1,12,113,1422938437
-1,13,112,1422938437
-1,13,111,1422938437
-1,13,112,1422938437
-1,13,111,1422938437
0,12,111,1422938437
0,13,112,1422938437
-1,13,111,1422938437
-1,14,111,1422938437
0,12,113,1422938437
-1,12,111,1422938437
-1,13,111,1422938437
0,12,112,1422938437
-1,13,111,1422938437
0,12,111,1422938437
-1,12,113,1422938437
-1,13,111,1422938437
0,12,112,1422938437
-1,13,111,1422938437
-1,13,111,1422938437
0,12,112,1422938437
-1,13,111,1422938437
0,13,111,1422938437
-1,12,112,1422938437
-1,12,111,1422938437
0,13,111,1422938437
0,12,112,1422938437
0,13,111,1422938437
0,13,112,1422938438
0,13,111,1422938438
-1,13,112,1422938438
-1,13,112,1422938438
-1,12,111,1422938438
-1,13,112,1422938438
-1,14,111,1422938438
-1,12,112,1422938438
0,12,111,1422938438
-1,13,111,1422938438
-1,13,112,1422938438
-1,13,111,1422938438
0,13,112,1422938438
0,13,111,1422938438
-1,13,111,1422938438
0,13,112,1422938438
-1,13,111,1422938438
0,13,112,1422938438
-1,13,112,1422938438
0,13,111,1422938438
-1,12,111,1422938438
-1,13,112,1422938438
-1,12,112,1422938438
-1,13,111,1422938438
-1,13,112,1422938438
-1,13,113,1422938438
-1,13,112,1422938438
-1,13,112,1422938438
-1,12,112,1422938438
-1,13,112,1422938438
-1,13,112,1422938438
-1,13,112,1422938438
-1,13,111,1422938438
-1,13,111,1422938438
-1,13,111,1422938438
-1,13,112,1422938438
-1,12,112,1422938438
-1,12,112,1422938438
0,13,111,1422938438
-1,13,112,1422938438
-1,13,112,1422938438
0,12,112,1422938438
-1,13,112,1422938438
0,13,111,1422938438
-1,12,112,1422938438
-1,13,111,1422938438
0,13,112,1422938438
0,13,111,1422938438
-1,13,111,1422938438
0,13,113,1422938438
-1,13,111,1422938438
-1,12,111,1422938438
-1,12,112,1422938438
-1,13,111,1422938438
-1,12,112,1422938438
-1,13,112,1422938438
0,12,111,1422938438
-1,13,112,1422938438
-1,13,111,1422938438
-1,13,112,1422938438
0,13,111,1422938438
0,12,111,1422938438
-1,13,112,1422938438
0,13,112,1422938438
0,13,111,1422938438
-1,13,111,1422938438
0,12,112,1422938438
-1,12,111,1422938438
-1,12,112,1422938438
-1,13,112,1422938438
0,13,111,1422938438
-1,13,111,1422938438
-1,12,111,1422938438
0,12,111,1422938438
0,13,112,1422938438
0,13,111,1422938438
0,12,111,1422938438
-1,13,111,1422938438
0,13,112,1422938438
-1,13,112,1422938438
0,13,111,1422938438
0,12,112,1422938438
-1,13,112,1422938438
-1,13,112,1422938438
-1,12,112,1422938438
-1,13,112,1422938438
0,12,112,1422938438
-1,14,112,1422938438
-1,13,111,1422938438
0,13,111,1422938438
0,13,111,1422938439
-1,13,111,1422938439
0,12,111,1422938439
-1,13,111,1422938439
-1,12,112,1422938439
-1,13,112,1422938439
-1,12,111,1422938439
-1,13,111,1422938439
0,13,111,1422938439
0,13,111,1422938439
0,12,112,1422938439
-1,12,110,1422938439
0,13,111,1422938439
-1,12,112,1422938439
